s#,c#,grade
22347571,MV-65,92.8
28962406,CE-20,83.0
33349732,ME-12,89.9
18189204,OE-08,64.4
41169358,OE-09,87.8
27022658,CE-14,80.8
19837486,HS-08,74.0
26930578,AT-32,82.4
42020788,DA-50,83.5
40485065,EM-47,74.8
15056291,LW-07,80.6
27346564,AT-06,98.8
16780288,EM-26,73.6
42198137,CE-17,67.4
30589320,IE-04,94.3
36812927,FL-71,73.9
13119263,MA-10,80.8
49383293,IE-02,95.6
18031060,MV-24,84.4
33230956,LW-08,79.1
22280341,FL-08,67.1
38404263,LW-14,76.5
17191856,LW-28,74.2
15256223,DA-64,86.5
24637872,EE-41,78.5
20288242,DA-49,75.2
36355715,DA-70,94.8
45099405,MT-37,79.4
37744735,AT-11,69.4
46144975,AS-16,93.8
34319018,CS-07,77.4
32878057,FL-23,86.0
49926668,MA-04,74.6
34158272,MV-66,72.9
15296731,FL-39,73.7
30155440,FL-71,58.1
11561920,CE-07,88.9
45950548,MT-15,92.2
32291899,PH-08,91.5
14491495,FL-80,71.4
16157233,AT-13,70.9
19390264,DA-37,84.5
26949259,EE-41,89.2
20567064,EM-48,64.0
25569476,MA-17,75.2
23319473,FL-21,81.6
24816423,TL-03,85.4
22648659,CE-21,74.1
27485440,CE-20,78.6
16251666,EM-41,84.2
44164230,MT-55,63.1
25601821,AS-07,93.3
28854046,ME-14,84.3
44592931,HS-08,82.7
33552216,LF-01,94.6
13148245,LF-20,80.4
13221909,FL-58,68.6
13550406,EE-84,72.6
11519903,FL-94,74.7
12894826,ME-12,86.7
36557012,AS-43,87.1
41223857,MT-17,87.0
48695216,EM-08,73.5
36050230,OE-12,81.2
35644741,LF-35,92.9
31694646,MT-53,74.1
35842953,EE-89,78.5
48625092,DA-34,72.5
27544200,MV-70,89.3
34158272,FL-16,69.6
15270996,MA-18,65.4
17892679,MT-10,78.9
10883066,MV-60,89.9
12374786,EE-85,79.8
21463869,EE-22,72.9
27555303,EE-16,73.4
48818918,AS-29,86.1
32296559,MT-29,75.4
46601607,DA-33,69.3
32641076,FL-84,85.5
36925128,CS-62,85.4
18495101,CE-06,51.2
38524084,LF-44,92.2
41737560,HS-17,61.9
34598611,MV-14,76.3
24406508,MT-36,74.5
40479864,ME-65,72.6
36910298,EE-29,87.6
21534122,LF-39,63.1
44920916,AT-22,78.4
24484099,MT-12,67.0
10030715,EM-01,67.8
17359517,MV-43,90.8
10679586,DA-28,79.1
45448873,AS-38,85.2
48005932,FL-46,82.0
21914980,DA-32,72.6
26465378,MV-13,74.9
49506118,MT-43,75.6
39249743,IE-06,86.7
35972964,MV-06,57.4
33807060,MV-50,61.7
42252787,LW-02,70.3
13656839,EE-50,99.8
42027686,EE-55,58.4
28428729,DA-46,84.8
32793394,ME-39,89.5
49651367,OE-04,85.7
14079954,FL-88,83.8
12598547,DA-16,76.1
32734517,CE-14,65.1
16957614,OE-07,84.7
41108709,EE-86,70.6
35108773,EM-01
37852219,CE-04,82.2
27775107,MA-06,73.6
33386881,EM-42,75.1
44404179,FL-57,63.7
12374786,HS-14,68.2
28373067,LW-14,73.1
24455914,EM-21,81.7
24234428,PH-14,87.6
23362167,CE-26,59.1
23579664,CS-34,92.9
40694866,MT-36,90.6
36087782,ME-34,64.3
28667958,MV-61,59.3
26002740,EM-31,86.7
39416999,AS-10,99.3
36266250,EE-19,81.3
25393970,EM-40,76.9
49630598,EM-44,68.5
11280371,FL-07,65.1
48061855,MA-10,69.4
26741796,ME-19,77.4
39007171,EM-24,75.4
14491894,FL-49,63.3
24459639,MA-18,74.4
11269472,PH-04,67.4
29985199,DA-42,88.3
48303630,DA-50,79.6
48167482,EE-31,66.9
21472921,FL-09,85.6
19557428,AS-43,62.4
15256223,MV-41,81.3
24335568,MA-23,74.7
30648145,MV-73,69.6
21494899,ME-21,87.3
29860458,MT-46,84.5
37304505,OE-10,70.3
37384221,MT-46,71.7
30269661,CE-30,83.7
37943576,EM-18,69.8
40214249,MT-03,89.9
47197469,AT-36,61.7
40249739,LW-26,91.3
13841287,DA-48,76.4
43878856,MV-22,83.2
20726785,MA-09,89.2
44289578,AS-50,81.4
31954053,DA-31,92.4
21293901,OE-13,79.1
20567064,CE-28,82.1
30816383,LF-41,69.5
42989030,DA-31,73.1
44061236,MV-49,88.6
16309485,MV-13,77.8
39011271,CS-09,85.5
48460902,LF-06,72.5
34537397,HS-29,97.7
35107683,LF-13,79.8
12134731,AS-55,80.5
44061236,FL-23,60.7
23643225,ME-50,75.6
47487516,EE-44,78.7
29601595,EE-80,65.8
26112583,AT-30,78.9
13061683,HS-19,70.8
35831124,AT-25,77.4
39797504,EM-06,98.0
21428301,MV-25,73.4
14955704,ME-34,75.5
12260814,EE-62,68.9
17715420,MV-52,67.4
21438916,EE-78,96.0
27244558,MV-40,82.3
46484516,EE-79,63.1
21534462,EM-49,82.4
25985460,EM-30,75.2
16149660,AS-51,69.9
18476730,LW-19,97.4
48740069,EM-03,80.3
10894492,FL-40,79.3
42698993,OE-21,73.8
30404427,MT-50,82.7
22493054,MV-02,97.4
40544261,FL-37,76.2
44404179,AS-51,68.3
35314114,CS-26,80.0
37357542,DA-26,88.3
25694640,DA-22,86.5
38165376,FL-56,57.3
31701733,LF-25,87.8
25523489,MV-58,74.6
49562584,CS-08,78.9
11962961,AS-34,68.9
38868276,EE-41,77.1
32581710,EE-23,83.2
41349673,EE-37,86.0
45183589,OE-21,80.6
16141457,LF-28,87.4
22222886,EE-45,80.5
27464703,MT-44,89.5
48018648,CS-06,95.6
38274721,HS-29,79.2
34319018,MT-06,66.2
45853796,HS-22,73.9
30898431,AS-37,85.3
40108492,EM-34,87.7
48780075,MT-22,91.6
21196890,CS-09,82.7
11445716,EM-20,74.6
15633157,ME-10,91.7
31226577,DA-24,87.8
16326428,LF-17,78.3
19339531,HS-19,66.9
34189348,ME-31,63.5
39467746,MV-24,77.5
40155624,CE-19,89.2
39943364,EE-13,83.9
33927228,AS-27,63.0
37338709,CE-04,77.0
20794885,LW-29,86.8
30111921,ME-23,88.7
37276516,MA-14,87.7
23164010,AS-53,93.2
32093160,PH-04,52.7
47581923,ME-48,56.0
23967717,CS-41,68.0
30585081,AS-02,94.7
36627180,FL-48,69.1
49324014,MV-42,82.9
29331741,MV-33,61.8
47561997,MV-11,90.3
37451425,EE-66,98.6
31219299,MA-16,85.5
41436568,ME-51,82.7
47519751,MT-05,61.4
10812894,EE-97,93.3
21890222,EM-44,83.6
48071168,CE-33,89.9
25388484,DA-44,95.3
36830485,FL-43,69.1
29135387,EM-36,82.5
14925974,CE-45,57.2
28781430,MV-34,94.2
13078351,MA-09,74.0
38953420,LW-29,66.2
10230519,EE-10,85.4
25253637,HS-21,82.5
37095084,LF-24,82.9
31265942,AS-01,72.9
10597833,CS-46,83.8
21180612,DA-42,89.6
44163173,MV-02,73.8
41064096,MV-76,95.0
26679876,EE-20,85.0
32394788,ME-17,95.2
11760698,AT-37,72.9
15397079,MV-26,85.4
33042159,ME-40,75.8
30991616,EM-32,78.3
18716938,EE-52,88.3
32911138,EM-24,76.9
46036840,DA-09,80.9
35008835,MV-58,72.5
35864215,MV-40,93.7
33892371,AS-13,88.8
18879359,AT-08,54.3
34072652,CE-38,72.8
42234206,EM-47,78.7
26494012,MV-02,75.0
20119027,EM-58,50.9
20335804,FL-72,87.6
44992020,DA-27,66.2
40158260,EE-09,92.5
33179221,MT-10,88.4
48802950,MA-09,85.6
12793441,CE-07,87.6
31218143,ME-33,86.0
10192832,AS-20,70.0
40090352,MV-06,75.0
20962832,ME-32,86.2
30783157,CE-28,78.2
19461421,FL-13,78.5
40605053,AT-19,69.7
41737468,IE-08,72.5
27484638,DA-38,79.3
24382562,ME-38,80.6
19164718,IE-06,94.0
48831865,CS-07,88.0
16074070,AS-53,67.0
36558505,EE-62,71.8
36355715,MT-29,62.2
29768518,MA-08,68.7
35435123,FL-89,74.1
39132810,LF-27,62.1
17769774,FL-81,83.2
34360681,ME-07,60.1
49053153,LW-17,79.9
43057697,MA-02,86.8
46025659,EE-24,74.0
49970278,CS-47,76.9
31097283,TL-01,83.3
48052582,MA-08,62.6
31860370,CS-36,86.0
10972004,MV-78,73.9
18873463,EE-59,62.0
49287300,FL-34,70.1
29743499,OE-01,84.0
13789235,MT-23,63.5
37447018,LW-13,96.5
18773176,ME-22,77.6
14187884,AT-19,83.4
27184670,ME-23,84.5
24761607,OE-09,84.6
28905722,ME-05,67.7
20856579,AS-07,92.4
24880269,MV-27,95.1
38388400,MV-68,76.8
16709295,EE-50,89.0
26494012,EM-50,87.7
43318295,PH-12,70.8
46142376,FL-01,63.4
35842953,LF-13,57.5
27097425,DA-02,76.5
33475862,MV-73,75.7
41654730,FL-88,91.3
12777118,FL-12,79.8
47761201,MV-05,80.6
41674482,EE-78,84.8
14203958,EE-33,82.7
30911553,DA-45,64.8
22644300,MV-21,94.0
37624245,EM-18,86.9
28991351,EE-73,82.4
25859404,EE-04,80.7
49230866,ME-30,84.7
47173126,FL-40,80.6
44992020,AT-42,85.9
31140979,FL-59,86.1
41108709,MT-10,81.3
39169864,AT-19,79.8
22329135,EE-68,91.2
38046825,HS-01,87.3
31759395,EM-56,97.2
35563113,DA-56,99.8
33165258,HS-06,97.9
34973579,MV-02,73.1
38594163,FL-06,63.0
41237801,CS-22,78.8
14913559,FL-95,86.2
44033467,EE-37,84.8
26489365,TL-01,95.2
24585547,AT-36,82.3
28497510,AT-43,77.7
46206072,CE-42,97.1
35958740,AS-37,55.1
28639569,EE-83,85.0
37266859,MV-02,65.7
15027596,MT-12,70.5
26904689,EE-22,77.1
34194046,OE-23,72.8
33443117,AS-31,66.2
27758429,EE-70,78.2
10443417,EE-90,61.7
48350802,OE-11,83.3
29088940,EE-50,79.1
23283563,MA-11,85.3
36183864,OE-04,98.9
23687308,EE-91,86.5
27470981,ME-50,94.0
15378762,DA-48,88.3
39009647,FL-40,70.2
47197469,CS-61,54.1
47977070,LF-44,61.6
11505457,EE-67,89.2
12709922,MV-01,75.8
40451504,EE-16,92.9
42861835,FL-50,76.2
27943733,FL-09,95.0
48852327,OE-19,90.8
42573578,MV-41,83.7
10614160,AS-26,97.5
37702388,EE-87,84.2
34600222,EE-71,70.8
13156546,FL-17,88.2
30955477,ME-54,88.5
42464807,EM-12,73.5
19361400,ME-10,64.5
44610047,AT-05,74.2
42641504,HS-28,77.6
48167074,AS-20,75.7
32778097,MV-18,77.6
42852361,MV-37,93.6
41351257,LF-30,74.7
10566342,CS-45,64.2
45219220,EM-27,89.6
26688479,HS-30,84.2
10847136,OE-13,74.9
19627675,LW-29,79.4
25982917,CS-25,62.2
35428895,MT-42,76.7
25250009,MV-55,81.0
37628108,ME-08,96.6
24946382,AT-31,96.0
33446717,MV-73,82.6
38803312,MT-43,54.6
24118734,DA-05,82.2
43715963,EE-12,76.9
26604264,ME-35,60.6
48875633,LW-11,78.1
28309147,AS-18,91.1
40485065,AT-05,60.0
27111724,MV-71,70.9
42573578,AT-06,70.5
27509141,FL-74,91.6
38177557,OE-31,67.6
27083783,DA-41,75.7
11131483,HS-07,64.0
25155228,EE-73,88.9
24300908,HS-24,93.9
47561997,MA-20,90.3
34720226,MT-12,77.8
14477570,DA-47,89.3
32099842,DA-47,74.1
46124287,FL-10,78.8
44533977,MV-38,58.9
22538039,MV-25,84.9
45355680,FL-18,84.5
35120600,IE-06,75.0
13110909,AS-41,64.7
19011713,DA-71,85.7
14555585,FL-34,96.2
34986687,FL-32,77.1
13999579,PH-09,92.7
24445196,CE-15,82.7
33202082,CE-31,84.4
29118792,AS-23,81.4
31987803,MV-46,70.2
25470263,EM-64,72.1
15757946,MT-14,81.7
36609505,MX-01,94.5
41974414,EE-33,84.6
43470835,AT-53,70.7
14993069,FL-13,73.4
26322648,EE-94,83.9
38388400,MT-32,88.6
38744607,LF-23,69.7
27832501,FL-74,67.0
18597872,EE-32,89.5
27544200,CE-03,80.3
27211233,MA-26,65.3
16728467,HS-06,79.8
48655882,EE-86,70.4
20243066,DA-68,80.3
16026050,ME-52,82.0
29058481,EE-37,58.7
34283391,EE-63,76.2
17094706,FL-63,67.2
49053153,FL-78,74.4
32177669,DA-16
45825240,FL-15,90.0
40100064,MV-82,75.8
22513573,EM-54,74.5
36558505,EM-63,85.9
12400534,EE-94,67.5
12755393,FL-85,89.5
33807060,AT-24,81.4
22913025,AT-19,81.7
28874068,ME-31,89.0
21101348,LW-17,91.9
24335568,FL-87,81.5
41495870,PH-07,87.5
31019540,LF-17,72.4
10614160,EE-73,69.1
44468708,FL-21,86.5
29100670,DA-08,78.6
40242441,DA-29,83.0
48019700,EM-29,95.5
28589199,EE-52,68.1
46502590,PH-15,69.2
40249739,AS-30,93.6
35547416,ME-44,70.4
31443068,MV-80,69.8
42553814,CS-57,77.3
44734943,DA-75,82.6
15428597,MV-56,78.5
32491197,ME-40,92.6
24475361,EE-59,72.5
40076493,MV-25,86.5
20336952,EM-42,55.3
15046585,OE-28,85.6
48740069,MX-05,86.0
14099506,LF-14,85.5
24325421,ME-12,76.1
30111921,AT-09,84.1
10087995,HS-12,84.0
30494369,DA-11,60.5
29104678,MX-04,82.5
38189663,CS-60,52.1
20217661,HS-28,80.7
32807246,EM-36,80.7
20040569,EE-69,98.6
38295916,CE-34,82.5
19129530,LF-30,71.5
26318170,MT-26,66.1
16141457,IE-01,82.8
22698379,MT-09,66.3
45681918,MT-50,78.7
42744748,FL-23,90.3
23362167,OE-16,96.2
49985506,LF-05,69.3
44895333,LF-38,66.2
44456166,DA-63,90.8
26326057,DA-35,91.5
39014206,CE-30,92.7
49800903,AT-44,61.7
45072462,EM-42,80.6
44085667,MT-32,76.3
42789390,EE-68,77.0
14855082,CE-04,79.2
33553254,EE-97,53.7
23529431,AT-15,73.3
26679876,MT-02,84.9
12902212,ME-55,63.7
16125939,AT-25,99.9
44533469,FL-85,92.8
24497818,OE-26,72.3
46806571,DA-09,83.3
42331721,EE-84,83.4
18893242,AT-06,82.1
48973988,EM-38,78.0
14167983,AS-54,80.1
28717510,EE-66,54.2
27598436,ME-05,82.4
42206792,CE-01,78.9
17306886,HS-08,73.6
24914207,EE-96,87.7
49877331,EM-51,79.0
39009647,MV-39,81.6
48826859,CS-46,98.6
37098664,EE-94,72.1
44004287,AS-28,67.1
37299254,PH-09,76.2
19948030,EE-12,82.2
43597569,EM-26,84.9
35304798,EE-89,82.4
40389809,EM-55,91.7
29058481,CS-43,72.8
31859205,MV-24,80.4
23265512,DA-35,61.9
38494663,MT-44,59.1
16579323,OE-16,78.6
44163173,LF-06,92.1
40931394,EE-67,76.6
16734472,CS-34,71.8
16396040,PH-04,79.0
31927605,ME-56,56.0
14915823,ME-20,78.5
46420273,CS-64,78.4
27219367,FL-79,86.7
14057043,TL-02,79.3
46122309,HS-17,88.2
36263544,EM-20,94.9
44620464,MA-17,74.2
46604446,HS-22,77.8
36761714,MT-13,78.4
49487231,DA-33,78.8
46167902,AS-33,73.7
18744965,CS-34,72.1
33566009,CS-58,82.6
38177557,ME-36,63.2
45219220,MA-13,90.4
16198847,ME-21,73.6
28161256,MV-28,86.4
32334710,HS-17,82.8
46350227,CS-63,80.6
21238470,DA-03,88.1
25021652,MT-30,82.8
23744167,DA-20,75.1
24399610,MV-32,91.8
16999380,EM-32,85.7
15953640,MT-07,82.7
46099919,AS-15,74.7
43321909,MA-18,92.8
47537981,ME-36,81.3
13656839,MV-37,85.8
31443068,MT-17,73.6
20913119,AT-14,69.4
27501463,OE-22,84.5
30595926,ME-26,89.6
48915639,DA-12,88.0
44160973,CS-32,69.5
35749473,EE-50,88.6
18798080,EE-26,77.2
34943322,CE-04,75.4
25882386,EE-55,82.1
49181237,CS-15,73.9
10268767,DA-39,81.5
19330675,HS-11,71.1
35357427,MV-41,90.6
47069021,DA-17,62.3
30769970,ME-31,75.4
16125939,FL-23,74.0
47403603,MT-12,80.9
35329886,PH-10,78.5
10356748,EE-35,81.7
16576886,AT-27,76.7
48343429,AS-19,81.3
36220048,FL-70,94.3
47769278,LF-30,83.3
33394054,AT-12,70.9
43290694,MV-36,84.6
23116296,MT-14,71.9
13735718,LF-02,92.8
19129530,CE-21,82.4
48915639,MV-18,79.0
37352104,ME-22,95.1
42780092,HS-13,63.1
41974414,MV-64,54.4
34761710,MV-25,82.7
39688507,EE-59,92.1
42203994,EM-14,75.9
16053607,CE-49,83.3
19509637,DA-03,87.5
32175129,FL-54,72.1
30189648,LW-20,83.6
46255302,LW-07,79.4
20830203,DA-40,61.9
31927605,CS-57,79.2
40902584,CS-14,68.1
41851143,OE-22,53.4
48831865,EM-11,72.7
23885542,FL-59,70.8
48303630,DA-58,83.3
23267918,OE-07,76.1
24163460,MA-13,71.3
35765496,MA-25,70.5
30477008,DA-16,86.5
11020419,FL-62,71.9
34414007,MT-39,83.9
46731119,EM-46,78.2
17042689,EM-62,80.6
33940128,OE-28,68.2
17119563,AS-19,80.5
29657733,EE-46,75.5
20987211,DA-50,94.2
23164010,MA-20,72.3
42579219,AS-35,71.4
38189663,CS-47,77.4
15046613,FL-85,59.9
15230552,CE-11,85.6
16427403,OE-06,68.5
23055994,EM-58,66.8
27727210,FL-73,90.9
30585081,IE-05,58.3
10208626,MT-23,62.6
21783538,AS-08,86.9
19813166,OE-12,90.0
18449351,FL-39,89.6
17581639,FL-79,87.3
48118257,MT-43,76.9
11063467,FL-80,72.5
18891169,LF-14,91.8
36860055,IE-04,95.3
42455916,EE-91,81.5
49276647,LW-23,92.1
49383293,MV-26,79.6
34059205,AT-09,86.1
24903038,EM-16,85.8
42100608,CE-20,65.2
31665615,FL-80,70.9
38890368,IE-03,86.0
20442953,EE-54,74.1
49049898,DA-38,68.0
37713601,DA-41,68.2
21407178,ME-48,53.2
48131588,LW-01,79.6
41386004,AS-44,82.6
22175340,MT-50,73.1
21490327,MV-65,85.3
18972650,CS-46,87.0
17042689,ME-49,72.9
31688752,FL-47,73.0
49289235,ME-32,82.7
19461419,EE-88,83.8
15661280,AT-17,76.3
44675874,CE-14,67.7
36908948,AT-09,76.8
21534462,ME-54,64.7
34940585,PH-10,83.1
33553254,OE-02,70.2
17202682,DA-22,71.8
23618375,EM-46,67.7
31141699,AS-47,57.0
12342212,EE-63,62.8
47869431,OE-23,73.1
40330131,AS-19,66.0
11269472,CE-41,74.5
36908948,AT-10,61.3
25187309,HS-29,93.7
27238403,CS-11,79.8
45260624,CE-06,75.1
41540024,HS-20,77.4
44646758,MV-15,84.6
18257971,FL-91,82.9
20240019,AS-22,90.4
29773248,EE-37,64.6
22513573,AT-30,88.9
46701421,DA-39,75.0
26364467,MA-11,55.9
18773176,AT-09,83.2
17001326,DA-64,65.0
20434606,MV-50,82.6
44795096,DA-41,72.1
13206606,FL-94,62.9
36956034,FL-53,74.4
46372831,MT-14,83.7
21282359,AS-30,81.9
13941617,ME-23,72.3
21352427,EE-59,66.7
49065313,MV-24,65.8
39386722,AS-37,82.6
38144720,DA-07,70.7
16485902,MT-21,68.9
42020788,DA-74,73.7
45229782,EE-60,76.9
16651446,CS-06,81.6
36017259,FL-49,89.0
26475089,MT-31,95.4
14063087,EE-42,88.3
36330132,ME-16,89.5
38246878,CS-49,85.8
29520082,FL-96,72.4
19400742,HS-22,69.8
44985258,AS-27,68.8
11256700,AS-37,80.0
49370444,HS-29,71.4
47421063,MV-04,78.9
42469253,EE-37,83.5
48167074,CS-32,63.1
19065841,AT-46,68.8
47702572,CS-35,72.7
25475941,EE-49,81.8
46063723,AS-52,80.3
23429548,MV-60,85.7
11165784,ME-12,69.8
15256223,PH-06,79.2
20066335,CE-16,81.1
45805613,MA-26,90.4
36847153,LF-28,71.9
32244330,ME-14,70.9
31340665,LW-06,87.1
24300908,MV-61,77.2
14769931,EE-13,70.9
38203444,DA-35,61.1
41955722,AS-19,80.9
49181237,MV-83,91.4
14057043,HS-06,70.6
30938782,HS-04,80.1
40608052,ME-01,74.8
48603766,MV-33,88.8
22327370,EE-82,78.7
39943364,AS-55,95.1
18838690,AT-11,71.2
41031196,CS-59,94.2
36609550,IE-06,79.7
21708160,DA-73,82.5
25315868,ME-36,90.2
44779619,EE-61,81.0
16841849,MV-22,73.8
39797504,ME-09,94.7
30917980,LF-21,81.1
20799973,MV-79,56.4
43168660,EE-42,62.1
45623235,EE-77,86.1
21082916,MA-18,67.1
32678974,LW-24,85.6
28865797,MV-10,65.4
43363778,AT-34,66.4
43057697,MV-29,86.0
37488263,OE-30,76.5
29755210,DA-48,73.3
35107683,MT-42,85.7
17191856,ME-19,88.0
26655202,EM-17,95.2
36809363,ME-45,76.1
36096600,MV-53,86.5
14114457,CE-26,83.1
34965034,AS-52,59.0
28970377,EM-28,99.5
18138568,OE-15,74.3
10217573,FL-57,62.1
33666845,MV-42,76.5
46281255,MV-10,65.3
31915705,HS-28,77.4
18543970,LW-22,91.7
18324596,FL-61,69.8
15437847,FL-16,70.4
23319473,CE-30,87.1
35985292,ME-02,65.2
20647916,AS-04,66.4
39281383,MT-39,81.2
44155958,EE-42,74.0
38708321,MT-10,73.7
30471759,MT-15,80.3
19239875,EE-20,60.1
33488403,OE-01,81.7
31281345,CS-63,75.9
35943385,CE-17,71.3
41108709,DA-44,86.0
46411199,MX-04,76.3
44009599,EE-18,81.7
40028191,MA-16,72.1
25025860,FL-77,89.3
44073571,AT-26,74.0
10362783,MA-01,66.5
38111034,ME-15,80.9
40946337,MV-37,93.3
42564003,AT-31,95.4
42597082,OE-15,58.5
31871232,FL-60,75.9
29775607,CE-28,85.0
36843271,DA-32,76.7
28441567,FL-84,68.1
26168331,FL-29,79.0
26955681,MA-11,68.1
22256884,MT-33,79.1
23888290,FL-87,80.0
46167902,MT-15,88.0
32758064,MT-29,70.0
27408598,AS-19,86.0
40879683,CE-08,78.6
19951805,MV-67,68.8
46342453,LF-22,70.8
42584798,OE-31,76.5
48398660,ME-24,62.3
40691704,MV-31,75.1
26618999,MV-48,65.9
23055994,EM-56,77.4
28874068,LF-36,88.9
10054227,IE-06,63.6
18744965,ME-31,86.2
31444011,AS-41,92.7
41169358,LW-07,87.2
35421990,LF-21,82.3
28909509,FL-74,56.1
48831865,CE-10,56.5
33853805,IE-01,89.6
20640291,EE-50,73.3
28441567,ME-42,84.7
13448069,AS-20,75.4
31840112,DA-55,89.7
26105569,CE-26,75.7
36355715,AS-10,76.4
43008555,MT-08,85.8
19274576,CS-17,79.2
44151275,CE-05,72.6
18798080,FL-14,84.7
24931175,ME-56,70.4
47049071,AS-17,78.6
29299786,MT-12,66.5
49506118,DA-38,77.1
39095038,AS-44,93.5
16341973,MV-13,91.5
18608441,LF-06,91.1
19772691,CS-43,72.7
10933630,EE-65,62.0
31097283,EM-29,71.4
49940170,FL-48,65.5
18972445,DA-18,72.9
19393751,LF-11,78.9
14802871,MA-25,81.0
29519848,CS-32,96.0
36942380,DA-58,73.7
37319323,MT-40,76.9
43892986,ME-45,75.7
10087995,OE-31,84.0
24321826,MT-47
14573363,MA-11,81.3
35940072,MT-40,88.7
23260216,CE-16,70.6
48028482,MT-43,67.0
35480521,AS-28,77.5
21517600,LF-07,61.5
11448016,FL-10,80.3
45113739,MV-65,65.0
14177608,CE-39,78.3
35384726,PH-14,95.1
35969456,ME-31,82.1
43735335,MV-07,77.0
49970278,DA-63,73.8
42056879,MT-28,54.5
28159137,DA-13,81.5
10232708,DA-60,62.7
48792947,DA-05,61.4
30620460,OE-17,78.3
44187741,CE-19,76.5
43316586,EM-33,75.1
23993233,MV-17,63.1
17800653,EM-42,73.0
34678049,CE-48,79.1
39729206,ME-36,68.4
28428729,FL-29,80.5
18668574,AT-11,79.0
14173263,HS-04,59.8
33151834,LW-06,69.6
32491197,MV-10,69.7
29768518,AS-05,89.0
42100608,MT-21,68.3
48749650,CS-52,79.6
20139600,CE-49,84.7
37570286,OE-30,79.2
48121556,CS-11,88.7
32139758,MV-56,76.9
28060492,ME-01,64.0
44389735,CS-34,53.5
26292152,PH-02,71.8
17210422,MV-09,66.8
40364772,FL-66,81.9
46772813,EE-64,80.7
35995383,AS-11,73.1
13849789,MV-42,81.2
15748672,AS-02,75.0
12819495,AT-41,80.7
16085011,ME-27,68.5
39111057,AT-12,77.3
20214301,FL-55,80.0
12725498,IE-03,63.8
17320044,CE-46,78.9
23127112,EE-70,85.2
17604681,AS-33,56.8
15445944,EE-72,94.1
23185029,MA-19,62.3
39652399,FL-64,73.4
29963129,MV-44,82.4
46077845,AS-11,78.2
11962961,FL-36,76.1
30416963,DA-68,89.7
45207855,DA-67,79.1
46770485,MT-37,52.2
37752676,FL-15,54.7
23650504,CE-43,81.1
22333576,FL-38,99.7
45896487,DA-31
45404979,MT-10,70.8
29505075,LW-02,84.6
48242041,LF-30,92.0
21008001,EM-52,80.8
10847136,CE-05,97.7
46260785,IE-03,81.1
43857075,MA-06,76.5
44640374,MT-07,80.0
39666781,MT-17,84.1
33475862,MV-07,79.4
46281255,MT-40,65.1
12303791,OE-01,73.8
17381673,EE-94,82.0
23827791,MT-16,69.8
47869431,MT-22,58.3
33572356,MT-51,79.7
40662271,LW-13,98.9
31020415,LW-26,89.4
21383317,MA-23,76.2
48028482,LW-06,66.0
29636480,OE-18,80.1
23993233,EE-11,95.7
48749650,OE-11,82.8
42100608,CS-21,70.6
16485902,MT-39,59.8
40591736,CE-44,89.0
32468614,EE-16,78.1
29768518,MT-35,80.7
16290698,FL-30,69.9
39622397,EM-36,81.9
21182720,MT-09,55.0
15172439,LF-28,85.1
22571381,CS-46,63.8
30809568,CS-40,90.1
44515139,LF-28,88.5
38160193,LF-09,82.5
15402522,LF-40,78.3
43560044,AT-11,77.1
12220342,CE-08,79.1
25919617,MA-06,72.8
46580366,OE-14,75.1
15763865,LW-28,99.3
15428597,EE-71,63.0
47146519,EE-18,80.5
38797679,DA-10,75.9
35435123,DA-07,68.9
46496004,EE-42,79.6
44441309,CS-39,87.0
34085741,MA-07,76.6
30512327,DA-14,83.0
33670151,MV-66,66.5
45244120,EM-67,58.4
20141298,MT-37,72.4
14493347,AS-28,81.7
33572356,ME-52,69.3
20214301,OE-24,87.0
41586441,AS-15,88.9
29338701,HS-05,60.6
43843107,CE-22,84.1
22423629,HS-31,76.5
26751225,EM-06,83.7
40897307,ME-34,55.3
12316715,OE-10,80.9
24942450,FL-76,66.4
39680125,LW-05,86.7
20083644,EM-30,67.0
49110119,FL-75,87.6
43433392,HS-13,64.4
27039771,DA-60,86.7
21407178,EM-55,76.0
15541271,ME-19,84.0
33382017,AT-17,82.1
16818497,AS-28,75.6
14895139,FL-37,85.5
40682654,LF-07,77.4
40946678,EM-26,91.3
11125057,AT-40,74.4
47539465,MT-45,79.8
25769187,EE-50,98.4
25407842,EM-13,79.8
49815121,DA-07,65.9
27029460,DA-48,60.6
37660106,EE-06,64.6
34126299,FL-84,59.2
32934223,ME-21,93.5
24329010,MT-39,57.3
46255925,MA-21,59.3
46350227,LW-25,77.5
47600515,MV-10,84.2
24625918,EE-36,93.8
41409624,ME-15,66.6
19048631,CE-30,86.2
43630089,HS-10,83.8
29117462,LW-06,94.8
33414664,CE-23,88.5
28874742,CE-16,97.9
23850719,CE-26,87.1
36353463,CE-48,68.1
34014133,LF-06,85.8
20371108,EM-02,52.5
17014175,HS-31
11042312,CS-27,83.6
20143421,ME-21,92.9
26706262,ME-35,73.7
27802484,ME-13,84.3
22687802,AS-03,82.7
46051514,AS-50,82.2
15081856,MV-03,67.8
34393476,DA-54,95.0
12616707,AT-52,81.9
26853675,CE-41,70.8
30534287,FL-47,68.9
12753396,LW-29,73.9
36855993,CS-11,87.0
15397079,EM-52,77.9
47268480,HS-16,68.4
49920284,AT-37,58.3
25220810,CE-45,82.9
16841849,OE-05,76.6
43363778,FL-83,62.8
43328590,DA-16,90.3
